Primary ASIN,Product Title,Rating,Global Ratings,Global Reviews,Product URL,Review No.,Variant ASIN,Variant Details,Review URL,Reviewer Name,Reviewer Profile,Review Rating,Reviewed In,Review Date,Review Title,Review Description,Helpful Vote,Verified Purchase
B00921Q4SA,Delonghi Icona Vintage ECOV 310.GR Espresso Coffee Machine,3.9 out of 5,134,121,https://www.amazon.com/Delonghi-Vintage-310-GR-Espresso-Machine/dp/B00921Q4SA/ref=cm_cr_arp_d_product_top?ie=UTF8,1,N/A,N/A,N/A,Romy,N/A,5.0 out of 5 stars,the United Kingdom,"May 29, 2014",N/A,"This machine is great if you want a creamy good espresso! We been having this machine already for 3 months and still working properly. The only negative think I can say about it is that it is pretty noisy, unless you hold the cover of the water container and also the aluminium tray. A part that I will definitely recommend it to a friend.",4 people found this helpful,Yes
B00921Q4SA,Delonghi Icona Vintage ECOV 310.GR Espresso Coffee Machine,3.9 out of 5,134,121,https://www.amazon.com/Delonghi-Vintage-310-GR-Espresso-Machine/dp/B00921Q4SA/ref=cm_cr_arp_d_product_top?ie=UTF8,2,N/A,N/A,N/A,Amazon Customer,N/A,5.0 out of 5 stars,the United Kingdom,"October 17, 2016",N/A,Now I'm giving this one five stars. It's the second one I've had and it's a great machine. Easy to operate and gives the expresso a great crema. It also has the tamp fitted on the side of the machine which is really useful and it's attractive to look at. I have bought their newer model for a holiday home and it's not a patch on this one.,N/A,Yes
B00921Q4SA,Delonghi Icona Vintage ECOV 310.GR Espresso Coffee Machine,3.9 out of 5,134,121,https://www.amazon.com/Delonghi-Vintage-310-GR-Espresso-Machine/dp/B00921Q4SA/ref=cm_cr_arp_d_product_top?ie=UTF8,3,N/A,N/A,N/A,Fabrice,N/A,1.0 out of 5 stars,the United Kingdom,"July 30, 2015",N/A,"Terrible machine. Make a lot of noise and start leaking after 13 months (warrenty ended on month 12). No help at all from Delonghi, just a poor product & poor customer service",2 people found this helpful,Yes
B00921Q4SA,Delonghi Icona Vintage ECOV 310.GR Espresso Coffee Machine,3.9 out of 5,134,121,https://www.amazon.com/Delonghi-Vintage-310-GR-Espresso-Machine/dp/B00921Q4SA/ref=cm_cr_arp_d_product_top?ie=UTF8,4,N/A,N/A,N/A,JonoPag,N/A,1.0 out of 5 stars,the United Kingdom,"October 30, 2016",N/A,"Total crap. Have had it 3 months, leaks all the time, even when off. Wish I had taken a closer look at the reviews. Worked fine for a while. Almost returned it once bc of the milk frother but found a missing piece. Wish I had returned it when I had the chance.",N/A,Yes
B00921Q4SA,Delonghi Icona Vintage ECOV 310.GR Espresso Coffee Machine,3.9 out of 5,134,121,https://www.amazon.com/Delonghi-Vintage-310-GR-Espresso-Machine/dp/B00921Q4SA/ref=cm_cr_arp_d_product_top?ie=UTF8,5,N/A,N/A,N/A,R M.,N/A,3.0 out of 5 stars,the United Kingdom,"October 4, 2018",N/A,"Loud , and rattling water tank, although brews fantastic coffee!",N/A,Yes
B00921Q4SA,Delonghi Icona Vintage ECOV 310.GR Espresso Coffee Machine,3.9 out of 5,134,121,https://www.amazon.com/Delonghi-Vintage-310-GR-Espresso-Machine/dp/B00921Q4SA/ref=cm_cr_arp_d_product_top?ie=UTF8,6,N/A,N/A,N/A,Ray,N/A,4.0 out of 5 stars,the United Kingdom,"January 9, 2014",N/A,"I was recommended it.Why I choose 4 stars. the answer is in the following sentence.I thought the coffee fitter container was too small only for very small cups. so I would have preferred larger coffee fitter/container, and the hot water reservoir heated up a small amount of water. .A fiend recommended De'longhi to me.",N/A,Yes
B00921Q4SA,Delonghi Icona Vintage ECOV 310.GR Espresso Coffee Machine,3.9 out of 5,134,121,https://www.amazon.com/Delonghi-Vintage-310-GR-Espresso-Machine/dp/B00921Q4SA/ref=cm_cr_arp_d_product_top?ie=UTF8,7,N/A,N/A,N/A,tf,N/A,4.0 out of 5 stars,the United Kingdom,"January 27, 2014",N/A,Fast delivery. The machine is of great quality except loud noise when in operation. It can make excellent coffee! We absolutely love it.,N/A,Yes
B00921Q4SA,Delonghi Icona Vintage ECOV 310.GR Espresso Coffee Machine,3.9 out of 5,134,121,https://www.amazon.com/Delonghi-Vintage-310-GR-Espresso-Machine/dp/B00921Q4SA/ref=cm_cr_arp_d_product_top?ie=UTF8,8,N/A,N/A,N/A,Amazon Customer,N/A,4.0 out of 5 stars,the United Kingdom,"January 18, 2016",N/A,Good,One person found this helpful,Yes
B00921Q4SA,Delonghi Icona Vintage ECOV 310.GR Espresso Coffee Machine,3.9 out of 5,134,121,https://www.amazon.com/Delonghi-Vintage-310-GR-Espresso-Machine/dp/B00921Q4SA/ref=cm_cr_arp_d_product_top?ie=UTF8,9,N/A,N/A,N/A,Linda cooke,N/A,5.0 out of 5 stars,the United Kingdom,"April 18, 2014",N/A,Just what I wanted and it matches my Kitchen colour.  Easy to use I will definitely be increasing my coffee intake,N/A,Yes
B00921Q4SA,Delonghi Icona Vintage ECOV 310.GR Espresso Coffee Machine,3.9 out of 5,134,121,https://www.amazon.com/Delonghi-Vintage-310-GR-Espresso-Machine/dp/B00921Q4SA/ref=cm_cr_arp_d_product_top?ie=UTF8,10,N/A,N/A,N/A,valentina,N/A,3.0 out of 5 stars,Italy,"August 24, 2018",N/A,"ORMAI è 4 ANNI CHE UTILIZZAVO QUESTA MACCHINETTA. USO IL TEMPO PASSATO Perché PROPRIO OGGI HA SMESSO DI FUNZIONARE, DOPO QUALCHE AVVISAGLIA DI QUALCHE SETTIMANA. PREMETTO QUANTO SEGUE:-non posso certo dire che sia stata super sfruttata, abito da sola e la media era di un caffe al gg... a casa mia sfornano 10 caffe al gg eppure la macchinetta ce l'hanno quasi 10 anni.-è sempre stata molto rumorosa, avendo esperienza con altre macchinette azzarderei a dire perfino troppo.-ha perso acqua quasi da subito proprio a livello dell 'uscita acqua per il caffe, dove si posiziona il braccio col filtro, anche se la cosa avveniva in maniera discontinua.-ho dovuto sostituire il braccio e il filtro dopo circa 1 anno. eppure li ho sempre lavati e tenuti benepessima esperienza. bel prodotto d'estetica ma non la ricomprerei ne la consiglierei",3 people found this helpful,Yes
