,label,score
0,POSITIVE,0.9998080134391785
1,NEGATIVE,0.9908571839332581
2,POSITIVE,0.9998176693916321
3,NEGATIVE,0.9986959099769592
4,NEGATIVE,0.999580442905426
5,NEGATIVE,0.9682818055152893
6,NEGATIVE,0.9951737523078918
7,NEGATIVE,0.9356470108032227
8,NEGATIVE,0.9987905621528625
9,POSITIVE,0.5852227210998535
10,NEGATIVE,0.9960997104644775
11,NEGATIVE,0.9801656007766724
12,NEGATIVE,0.9836322069168091
13,NEGATIVE,0.9797652363777161
14,NEGATIVE,0.6269709467887878
15,NEGATIVE,0.9978964328765869
16,NEGATIVE,0.9993019104003906
17,POSITIVE,0.9993835687637329
18,POSITIVE,0.9998352527618408
19,NEGATIVE,0.6690546870231628
20,POSITIVE,0.9797398447990417
21,POSITIVE,0.660097599029541
22,NEGATIVE,0.9974741339683533
23,NEGATIVE,0.9979726672172546
24,NEGATIVE,0.9637479782104492
25,POSITIVE,0.9914069175720215
26,NEGATIVE,0.9984418749809265
27,NEGATIVE,0.9979274272918701
28,NEGATIVE,0.9992979764938354
29,NEGATIVE,0.998668909072876
30,NEGATIVE,0.999042809009552
31,POSITIVE,0.9672982692718506
32,NEGATIVE,0.9987643957138062
33,NEGATIVE,0.9992631077766418
34,POSITIVE,0.9967202544212341
35,NEGATIVE,0.9923560619354248
36,NEGATIVE,0.9969080090522766
37,NEGATIVE,0.9986323714256287
38,NEGATIVE,0.9901261329650879
39,NEGATIVE,0.9987321496009827
40,NEGATIVE,0.9970786571502686
41,NEGATIVE,0.995850682258606
42,POSITIVE,0.9991229176521301
43,NEGATIVE,0.989913821220398
44,NEGATIVE,0.9942356944084167
45,NEGATIVE,0.9979440569877625
46,POSITIVE,0.9986870884895325
47,NEGATIVE,0.9432684779167175
48,NEGATIVE,0.9990876913070679
49,NEGATIVE,0.9971596002578735
50,NEGATIVE,0.9973322153091431
51,POSITIVE,0.9981356859207153
52,POSITIVE,0.9998244643211365
53,NEGATIVE,0.9903301000595093
54,POSITIVE,0.8464824557304382
55,NEGATIVE,0.9518572092056274
56,POSITIVE,0.9994237422943115
57,NEGATIVE,0.9731545448303223
58,NEGATIVE,0.9935114979743958
59,NEGATIVE,0.9973425269126892
60,NEGATIVE,0.8880849480628967
61,NEGATIVE,0.9954597353935242
62,NEGATIVE,0.9981641173362732
63,NEGATIVE,0.9969025254249573
64,POSITIVE,0.9894904494285583
65,NEGATIVE,0.9992252588272095
66,POSITIVE,0.9590882658958435
67,POSITIVE,0.9020662307739258
68,NEGATIVE,0.999283492565155
69,NEGATIVE,0.9997058510780334
70,POSITIVE,0.9732990860939026
71,NEGATIVE,0.9989894032478333
72,NEGATIVE,0.9993632435798645
73,NEGATIVE,0.9840623736381531
74,NEGATIVE,0.865069568157196
75,NEGATIVE,0.8882110714912415
76,POSITIVE,0.9980515241622925
77,NEGATIVE,0.9765055179595947
78,NEGATIVE,0.9956846237182617
79,POSITIVE,0.9996440410614014
80,NEGATIVE,0.9987279772758484
81,NEGATIVE,0.9884240031242371
82,NEGATIVE,0.9970097541809082
83,NEGATIVE,0.976830244064331
84,POSITIVE,0.9997790455818176
85,POSITIVE,0.8258212208747864
86,POSITIVE,0.9998314380645752
87,NEGATIVE,0.9994164705276489
88,NEGATIVE,0.9827415347099304
89,NEGATIVE,0.9818713665008545
90,NEGATIVE,0.9877015948295593
91,NEGATIVE,0.9965192079544067
92,NEGATIVE,0.992957592010498
93,NEGATIVE,0.8547267317771912
94,NEGATIVE,0.9931447505950928
95,NEGATIVE,0.9932805895805359
96,POSITIVE,0.9994161128997803
97,POSITIVE,0.9647330045700073
98,POSITIVE,0.9672976136207581
99,POSITIVE,0.9915884137153625
100,POSITIVE,0.9396480321884155
101,POSITIVE,0.9968390464782715
102,POSITIVE,0.9758877158164978
103,POSITIVE,0.9997639060020447
104,POSITIVE,0.9996248483657837
105,NEGATIVE,0.8867409825325012
106,NEGATIVE,0.9945423603057861
107,POSITIVE,0.7509427666664124
108,POSITIVE,0.9969095587730408
109,NEGATIVE,0.9188697338104248
110,POSITIVE,0.9926700592041016
111,POSITIVE,0.8800196647644043
112,POSITIVE,0.9997053742408752
113,POSITIVE,0.9917542934417725
114,NEGATIVE,0.9971745014190674
115,POSITIVE,0.8841436505317688
116,POSITIVE,0.9961804151535034
117,POSITIVE,0.9965315461158752
118,NEGATIVE,0.9806159734725952
119,NEGATIVE,0.8119786381721497
120,NEGATIVE,0.8928187489509583
121,NEGATIVE,0.9969649910926819
122,NEGATIVE,0.9789679646492004
123,NEGATIVE,0.8095434308052063
124,POSITIVE,0.9149382710456848
125,NEGATIVE,0.5519431233406067
126,NEGATIVE,0.9888556599617004
127,POSITIVE,0.9996851682662964
128,NEGATIVE,0.9944696426391602
129,POSITIVE,0.9977535605430603
130,POSITIVE,0.998857855796814
131,NEGATIVE,0.9926698207855225
132,POSITIVE,0.820922315120697
133,NEGATIVE,0.9991487264633179
134,NEGATIVE,0.9858200550079346
135,NEGATIVE,0.9844357967376709
136,POSITIVE,0.9972178936004639
137,NEGATIVE,0.9682818055152893
138,NEGATIVE,0.6929938793182373
139,NEGATIVE,0.9979839324951172
140,NEGATIVE,0.9057954549789429
141,POSITIVE,0.9973395466804504
142,NEGATIVE,0.9833810329437256
143,POSITIVE,0.9946703314781189
144,POSITIVE,0.9998480081558228
145,NEGATIVE,0.9976522326469421
146,NEGATIVE,0.8063417077064514
147,NEGATIVE,0.9976661205291748
148,NEGATIVE,0.9899986386299133
149,POSITIVE,0.9997366070747375
150,NEGATIVE,0.9964847564697266
151,NEGATIVE,0.9996652603149414
152,POSITIVE,0.9972172975540161
153,POSITIVE,0.9937445521354675
154,POSITIVE,0.9843422770500183
155,POSITIVE,0.9968446493148804
156,NEGATIVE,0.9975383281707764
157,NEGATIVE,0.9933253526687622
158,POSITIVE,0.9885712265968323
159,POSITIVE,0.9970044493675232
160,POSITIVE,0.9919621348381042
161,NEGATIVE,0.9880133867263794
162,NEGATIVE,0.986696183681488
163,POSITIVE,0.9968392848968506
164,POSITIVE,0.8930765390396118
165,POSITIVE,0.9535032510757446
166,NEGATIVE,0.9081257581710815
167,POSITIVE,0.9996160268783569
168,NEGATIVE,0.9970502853393555
169,POSITIVE,0.8989410996437073
170,NEGATIVE,0.9952225089073181
171,POSITIVE,0.9970677495002747
172,POSITIVE,0.9657217860221863
173,NEGATIVE,0.9979572296142578
174,POSITIVE,0.997047483921051
175,POSITIVE,0.9997308850288391
176,NEGATIVE,0.9743731021881104
177,NEGATIVE,0.9021969437599182
178,NEGATIVE,0.6856702566146851
179,NEGATIVE,0.8831969499588013
180,NEGATIVE,0.9096556901931763
181,POSITIVE,0.994559109210968
