Primary ASIN,Product Title,Rating,Global Ratings,Global Reviews,Product URL,Review No.,Variant ASIN,Variant Details,Review URL,Reviewer Name,Reviewer Profile,Review Rating,Reviewed In,Review Date,Review Title,Review Description,Helpful Vote,Verified Purchase
B085J8LV4F,"De'Longhi Stilosa EC230.BK, Traditional Barista Pump Espresso Machine, Espresso and Cappuccino, Black",3.7 out of 5,76,37,https://www.amazon.com/DeLonghi-EC230-BK-Traditional-Espresso-Cappuccino/dp/B085J8LV4F/ref=cm_cr_arp_d_product_top?ie=UTF8,1,N/A,N/A,N/A,Mr. P. Garrood,N/A,3.0 out of 5 stars,the United Kingdom,"November 13, 2021",N/A,"I bought this to replace an older De'Longhi coffee maker that had served well for about 7-8 years. That was also a replacement of an even older De'Longhi machine bought about 18 years ago. The new Stilosa is as near as I could get for a like-for-like replacement. Like many an improved version, this is not as good. It is less easy to use, the original 3 coffee filter cups are replaced by 2, neither of which suit a single cup or a mug, or 2 servings, the steamer control is less straightforward but worst of all, it doesn't make a hot cup of coffee. It is essential to heat the cup first and then halfway through making a coffee it is necessary to stop the process to allow the water heater to come back to temperarture. For the cost of the machine, this is a pretty poor result. If this machine pops its clogs before I do then I won't be replacing it with another De'Longhi. If you want hot coffee then look elsewhere.",One person found this helpful,Yes
B085J8LV4F,"De'Longhi Stilosa EC230.BK, Traditional Barista Pump Espresso Machine, Espresso and Cappuccino, Black",3.7 out of 5,76,37,https://www.amazon.com/DeLonghi-EC230-BK-Traditional-Espresso-Cappuccino/dp/B085J8LV4F/ref=cm_cr_arp_d_product_top?ie=UTF8,2,N/A,N/A,N/A,Siana,N/A,1.0 out of 5 stars,the United Kingdom,"May 28, 2021",N/A,"This is not making espresso coffee, it just makes normal americano, which is not what I wanted. I even tried different types amd beands of coffee, but it doesn't work. I had to return it.",2 people found this helpful,Yes
B085J8LV4F,"De'Longhi Stilosa EC230.BK, Traditional Barista Pump Espresso Machine, Espresso and Cappuccino, Black",3.7 out of 5,76,37,https://www.amazon.com/DeLonghi-EC230-BK-Traditional-Espresso-Cappuccino/dp/B085J8LV4F/ref=cm_cr_arp_d_product_top?ie=UTF8,3,N/A,N/A,N/A,Amazon Customer,N/A,3.0 out of 5 stars,the United Kingdom,"December 12, 2020",N/A,I only use my machine during winter as i am away working. It stopped working recently. It's very frustrating connecting with amazon to report the problem. Unless you come under a particular heading its difficult to report a problem. This stage my machines guarantee has probably run out.  The machine when working makes great coffee.,N/A,Yes
B085J8LV4F,"De'Longhi Stilosa EC230.BK, Traditional Barista Pump Espresso Machine, Espresso and Cappuccino, Black",3.7 out of 5,76,37,https://www.amazon.com/DeLonghi-EC230-BK-Traditional-Espresso-Cappuccino/dp/B085J8LV4F/ref=cm_cr_arp_d_product_top?ie=UTF8,4,N/A,N/A,N/A,Jack Gibson,N/A,5.0 out of 5 stars,the United Kingdom,"April 5, 2022",N/A,"Bought this for my office as a cheap machine to use whilst at work. After reading the reviews I was in two minds but decided to risk it - very glad I did, much better quality than my £200 De’longhi machine at home and works great too",N/A,Yes
B085J8LV4F,"De'Longhi Stilosa EC230.BK, Traditional Barista Pump Espresso Machine, Espresso and Cappuccino, Black",3.7 out of 5,76,37,https://www.amazon.com/DeLonghi-EC230-BK-Traditional-Espresso-Cappuccino/dp/B085J8LV4F/ref=cm_cr_arp_d_product_top?ie=UTF8,5,N/A,N/A,N/A,Annemarie,N/A,3.0 out of 5 stars,the United Kingdom,"May 30, 2021",N/A,Straightforward and easy to use. Milk steamer isn’t the best at all.,One person found this helpful,Yes
B085J8LV4F,"De'Longhi Stilosa EC230.BK, Traditional Barista Pump Espresso Machine, Espresso and Cappuccino, Black",3.7 out of 5,76,37,https://www.amazon.com/DeLonghi-EC230-BK-Traditional-Espresso-Cappuccino/dp/B085J8LV4F/ref=cm_cr_arp_d_product_top?ie=UTF8,6,N/A,N/A,N/A,Kiril,N/A,2.0 out of 5 stars,the United Kingdom,"March 21, 2022",N/A,the milk heater don't work well,N/A,Yes
B085J8LV4F,"De'Longhi Stilosa EC230.BK, Traditional Barista Pump Espresso Machine, Espresso and Cappuccino, Black",3.7 out of 5,76,37,https://www.amazon.com/DeLonghi-EC230-BK-Traditional-Espresso-Cappuccino/dp/B085J8LV4F/ref=cm_cr_arp_d_product_top?ie=UTF8,7,N/A,N/A,N/A,Matt Michalik,N/A,5.0 out of 5 stars,the United Kingdom,"September 14, 2021",N/A,Easy to manage with all needed steps to make your own favourite coffee,N/A,Yes
B085J8LV4F,"De'Longhi Stilosa EC230.BK, Traditional Barista Pump Espresso Machine, Espresso and Cappuccino, Black",3.7 out of 5,76,37,https://www.amazon.com/DeLonghi-EC230-BK-Traditional-Espresso-Cappuccino/dp/B085J8LV4F/ref=cm_cr_arp_d_product_top?ie=UTF8,8,N/A,N/A,N/A,Stefan Puscasu Lupasc,N/A,5.0 out of 5 stars,the United Kingdom,"March 14, 2022",N/A,"Works really nice, an the coffee is great",N/A,Yes
B085J8LV4F,"De'Longhi Stilosa EC230.BK, Traditional Barista Pump Espresso Machine, Espresso and Cappuccino, Black",3.7 out of 5,76,37,https://www.amazon.com/DeLonghi-EC230-BK-Traditional-Espresso-Cappuccino/dp/B085J8LV4F/ref=cm_cr_arp_d_product_top?ie=UTF8,9,N/A,N/A,N/A,Amazon Customer,N/A,1.0 out of 5 stars,the United Kingdom,"July 26, 2021",N/A,Missing spoon for coffee,N/A,Yes
B085J8LV4F,"De'Longhi Stilosa EC230.BK, Traditional Barista Pump Espresso Machine, Espresso and Cappuccino, Black",3.7 out of 5,76,37,https://www.amazon.com/DeLonghi-EC230-BK-Traditional-Espresso-Cappuccino/dp/B085J8LV4F/ref=cm_cr_arp_d_product_top?ie=UTF8,10,N/A,N/A,N/A,gorgo,N/A,5.0 out of 5 stars,Italy,"March 28, 2021",N/A,Peccato i filtri per erogazione caffè non fanno la crema come il modello che avevo. Nessun problema siccome i filtri per il caffe del modello che avevo sono uguali li utilizzo con questa è sono filtri per la crema acquistati per poco su amazon.il modello 235 ha questi filtri,4 people found this helpful,Yes
