Primary ASIN,Product Title,Rating,Global Ratings,Global Reviews,Product URL,Review No.,Variant ASIN,Variant Details,Review URL,Reviewer Name,Reviewer Profile,Review Rating,Reviewed In,Review Date,Review Title,Review Description,Helpful Vote,Verified Purchase
B07QM274FC,"De'Longhi 3-in-1 Specialty Coffee Brewer, IcedCoffee Maker (Bold Cold Brew), Gourmet Pour Over, Premium Drip, SCA GoldenCup Certified, Glass Carafe, 8-Cup, ICM17270",4 out of 5,154,88,https://www.amazon.com/DeLonghi-ICM17270-Specialty-certified-Borosilicate/dp/B07QM274FC/ref=cm_cr_arp_d_product_top?ie=UTF8,1,N/A,N/A,https://www.amazon.com/gp/customer-reviews/R2H1SSDT4NDQ67/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07QM274FC,Seattleite,https://www.amazon.com/gp/profile/amzn1.account.AGW6ZIMD3GCBCNKQNBCXRST5HCWQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,3.0 out of 5 stars,the United States,"January 7, 2020",I can't believe this won a design award :/,"I'm seriously considering returning this.Pros:- Coffee tasted great. Smooth and bold.- Compact, aesthetically simple design- Simple controls, only 2 buttons: 1 - brew, and 2 - iced coffee mode (or pour-over if you push it twice).- Fast brewingCons:- WTF... why is the basket inside the carafe? If I wanted a pour-over, I'd use a pour-over basket and a chemex. In order to pour a cup before it's done brewing, you have to remove the carafe, and then pull out the basket from the carafe (which might have hot water in it) and then set it in the separate basket holder that I guess has to also live on your counter, then pour your cup, and then put the basket back into the carafe to put back into the coffee maker. It's... insane. Why are we going backward in usability for an already solved problem?",25 people found this helpful,Yes
B07QM274FC,"De'Longhi 3-in-1 Specialty Coffee Brewer, IcedCoffee Maker (Bold Cold Brew), Gourmet Pour Over, Premium Drip, SCA GoldenCup Certified, Glass Carafe, 8-Cup, ICM17270",4 out of 5,154,88,https://www.amazon.com/DeLonghi-ICM17270-Specialty-certified-Borosilicate/dp/B07QM274FC/ref=cm_cr_arp_d_product_top?ie=UTF8,2,N/A,N/A,https://www.amazon.com/gp/customer-reviews/R2ABJ481YWLIG5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07QM274FC,AJKUBE,https://www.amazon.com/gp/profile/amzn1.account.AFXUWMNBLCIR35B2ZQ4LGHRXXY5Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,1.0 out of 5 stars,the United States,"December 13, 2019",Doesn't make coffee,"Amazon sent us a second unit after the first unit just boiled water in the top part of the machine and never moved the water into the brewer basket/carafe. The second had the same problem, water boils for about twenty minutes without pouring into the carafe, then the unit shuts itself off. We suspect that the problem is because we love at a high elevation-this should be listed in the product description if it is the problem. We are bummed because it is such a beautiful highly rated machine.",14 people found this helpful,Yes
B07QM274FC,"De'Longhi 3-in-1 Specialty Coffee Brewer, IcedCoffee Maker (Bold Cold Brew), Gourmet Pour Over, Premium Drip, SCA GoldenCup Certified, Glass Carafe, 8-Cup, ICM17270",4 out of 5,154,88,https://www.amazon.com/DeLonghi-ICM17270-Specialty-certified-Borosilicate/dp/B07QM274FC/ref=cm_cr_arp_d_product_top?ie=UTF8,3,N/A,N/A,https://www.amazon.com/gp/customer-reviews/RL9LJVZUZFV05/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07QM274FC,Nick,https://www.amazon.com/gp/profile/amzn1.account.AFMET2GOGPV737QZSFPPZO6FVFRQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,4.0 out of 5 stars,the United States,"September 19, 2021","Nice looking and organized, clean approach","I like the idea of the unconventional placement of the grinds holder sitting in the carafe. 1. This keeps the smell of grinds and any residue away from the reservoir and water flow, which by common sense would seem to keep these areas cleaner for a longer period. 2. Having to remove the grinds holder from the carafe to the external plastic holder - I don't see this as a burden, but a sensible option to contain the grinds until I am ready to dispose of them. 3. The overall design allows the reservoir itself to be easily cleaned, by simply wiping the excess water out with a clean, dry towel.The clicking sound is only a result of the machine having temporarily stopped the flow; it is not a defect. And the machine does beep when the brewing is finished.The iced coffee process works fine for me. The bottom plate warmer does not come on during iced brew mode.I only notice a slight difference in flavor when using the pour over mode, but it does take a little longer. Overall I don't feel that the Brewing process takes too long as others have stated. I do understand though that not having a timer to start a brew process for waking up in the morning could be a real negative for many.The coffee is hot - perfect in my opinion. And the warmer does keep the coffee hot.I typically do four cups by DeLonghi standards when I brew, which produces two standard mugs of java, or 20 ounces.Cons:1. The carafe is too large for the limited eighy cups that it is able to produce. This must play into the overall design, because it simply makes no sense. 2. The free flipping of the lid as you pour is a distraction and I could see it leading to a sloppy pour, though I have not experienced any spilling when I pour, but the lid overall feels abnormal compared to other lids.One positive I guess is that you don't have to touch the lid at all, because when you pour, the lid is designed to yield as the flow passes through to your cup - this is actually a clever design and I don't have a problem with it because it works. At the same time you can hold back the lid manually, but this has a different feel than other lids.3. I felt that the machine was expensive, so wait for a deal as I did.",2 people found this helpful,Yes
B07QM274FC,"De'Longhi 3-in-1 Specialty Coffee Brewer, IcedCoffee Maker (Bold Cold Brew), Gourmet Pour Over, Premium Drip, SCA GoldenCup Certified, Glass Carafe, 8-Cup, ICM17270",4 out of 5,154,88,https://www.amazon.com/DeLonghi-ICM17270-Specialty-certified-Borosilicate/dp/B07QM274FC/ref=cm_cr_arp_d_product_top?ie=UTF8,4,N/A,N/A,https://www.amazon.com/gp/customer-reviews/R1OI416V9QG19J/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07QM274FC,Max Draco,https://www.amazon.com/gp/profile/amzn1.account.AGVW6AVBKDPY63XHAXIDYCQZF3HQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,1.0 out of 5 stars,the United States,"June 12, 2020",Will not function at high altitudes,Does not boil properly at high altitudes.  Would only boil and not start the drip process.,9 people found this helpful,Yes
B07QM274FC,"De'Longhi 3-in-1 Specialty Coffee Brewer, IcedCoffee Maker (Bold Cold Brew), Gourmet Pour Over, Premium Drip, SCA GoldenCup Certified, Glass Carafe, 8-Cup, ICM17270",4 out of 5,154,88,https://www.amazon.com/DeLonghi-ICM17270-Specialty-certified-Borosilicate/dp/B07QM274FC/ref=cm_cr_arp_d_product_top?ie=UTF8,5,N/A,N/A,https://www.amazon.com/gp/customer-reviews/R3REOWF5V40VXP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07QM274FC,K & T,https://www.amazon.com/gp/profile/amzn1.account.AEIATLM5GCNPJDS5KMAMERPPSP2A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,3.0 out of 5 stars,the United States,"December 23, 2021",Good coffee when it works,"I've had this for a little over a month and when it works it does produce a great cup of coffee. Like others I have trouble with the water, it releases but it never comes out all 5 of the holes of the brew head. At best 3 of them work, at worst only 1. This affects taste tremendously. I'm in Fl so it isn't an elevation issue. I emailed support but they told me to call so maybe after Christmas I'll reach out. It makes better coffee than the $30 one I had before and is fun to look at but for $120 when the novelty of the design wears off you're left with an expensive, temperamental machine & regret.",N/A,Yes
B07QM274FC,"De'Longhi 3-in-1 Specialty Coffee Brewer, IcedCoffee Maker (Bold Cold Brew), Gourmet Pour Over, Premium Drip, SCA GoldenCup Certified, Glass Carafe, 8-Cup, ICM17270",4 out of 5,154,88,https://www.amazon.com/DeLonghi-ICM17270-Specialty-certified-Borosilicate/dp/B07QM274FC/ref=cm_cr_arp_d_product_top?ie=UTF8,6,N/A,N/A,https://www.amazon.com/gp/customer-reviews/R7RZSVFBQX8AI/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07QM274FC,kawayikp,https://www.amazon.com/gp/profile/amzn1.account.AGV2IFSJ7DLEQYDPBGO35VSVTYDQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0 out of 5 stars,the United States,"January 21, 2021",recommend it,"It looks elegant.It's easy to use, and it provides 3 types of flavour, pour over, dropping and ice coffee.It's easy to clean. You only need to clean the glass carafe.I have already used it 1 and half a year, really recommend it.",5 people found this helpful,Yes
B07QM274FC,"De'Longhi 3-in-1 Specialty Coffee Brewer, IcedCoffee Maker (Bold Cold Brew), Gourmet Pour Over, Premium Drip, SCA GoldenCup Certified, Glass Carafe, 8-Cup, ICM17270",4 out of 5,154,88,https://www.amazon.com/DeLonghi-ICM17270-Specialty-certified-Borosilicate/dp/B07QM274FC/ref=cm_cr_arp_d_product_top?ie=UTF8,7,N/A,N/A,https://www.amazon.com/gp/customer-reviews/R22PUXWWSIGEA1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07QM274FC,Amazon Customer,https://www.amazon.com/gp/profile/amzn1.account.AHABB23UZ2FZVN7QSNQKDDIWYW7Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,2.0 out of 5 stars,the United States,"January 22, 2022","this ""new"" coffee maker seems pretty used to me, something about the mold....","The mold that came with this brand new coffee maker was rather off-putting, to say the least. Clearly, someone used this, ""cleaned"" it, packed it back up, returned it, and Amazon relisted it as ""new"".  So, if there is only one coffee maker like this available when you go to purchase, know that it's been to two households already.  Though we decided against trying it out before returning it, so it's only been used at one household.  I'd pay the same price else at a more reputable seller, as it looks and feels like a quality coffee maker.",N/A,Yes
B07QM274FC,"De'Longhi 3-in-1 Specialty Coffee Brewer, IcedCoffee Maker (Bold Cold Brew), Gourmet Pour Over, Premium Drip, SCA GoldenCup Certified, Glass Carafe, 8-Cup, ICM17270",4 out of 5,154,88,https://www.amazon.com/DeLonghi-ICM17270-Specialty-certified-Borosilicate/dp/B07QM274FC/ref=cm_cr_arp_d_product_top?ie=UTF8,8,N/A,N/A,https://www.amazon.com/gp/customer-reviews/R3DJLAH6WIIY80/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07QM274FC,Randal S.,https://www.amazon.com/gp/profile/amzn1.account.AGOHEVBTI2KPLARMBCKOIKCF42RQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,1.0 out of 5 stars,the United States,"December 21, 2019",These units are a better Idea than Reality.,"These are very finicky. My first one Never released water. My second one, like many others, would come and go from proper functioning. It died completely after 13 months.  Don't buy one.",6 people found this helpful,Yes
B07QM274FC,"De'Longhi 3-in-1 Specialty Coffee Brewer, IcedCoffee Maker (Bold Cold Brew), Gourmet Pour Over, Premium Drip, SCA GoldenCup Certified, Glass Carafe, 8-Cup, ICM17270",4 out of 5,154,88,https://www.amazon.com/DeLonghi-ICM17270-Specialty-certified-Borosilicate/dp/B07QM274FC/ref=cm_cr_arp_d_product_top?ie=UTF8,9,N/A,N/A,https://www.amazon.com/gp/customer-reviews/R1MYGX9WT4PSTT/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07QM274FC,Lindsay A.,https://www.amazon.com/gp/profile/amzn1.account.AENJPF623ATPCL77KIGHPANSFPCQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0 out of 5 stars,the United States,"May 14, 2020",Quick and delicious iced coffee!!!,This coffee maker makes excellent iced coffee! Works great for regular drip and pour over as well. I was hesitant about the price but definitely glad I went for it!,5 people found this helpful,Yes
B07QM274FC,"De'Longhi 3-in-1 Specialty Coffee Brewer, IcedCoffee Maker (Bold Cold Brew), Gourmet Pour Over, Premium Drip, SCA GoldenCup Certified, Glass Carafe, 8-Cup, ICM17270",4 out of 5,154,88,https://www.amazon.com/DeLonghi-ICM17270-Specialty-certified-Borosilicate/dp/B07QM274FC/ref=cm_cr_arp_d_product_top?ie=UTF8,10,N/A,N/A,https://www.amazon.com/gp/customer-reviews/R2HSR2PZ1BDRWW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07QM274FC,Paul Spiteri,https://www.amazon.com/gp/profile/amzn1.account.AGTAHVB6LYHXYIHSC2KLEDUPQPRQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,4.0 out of 5 stars,the United States,"February 25, 2022",It's good & consistent,"It works well, I like the coffee that it makes. The pour-over mode is a slower process and does have a stronger flavor.As others have mentioned, I would have liked it to keep warm fora little longer than an hour. 90 minutes would have done for me.The one baffling design decision was to put 2 buttons on a device that supports 3 different brewing modes. You won't believe how you select the 3rd mode (which is pour-over).Anyway, if you're thinking of buying this, you'll probably be happy with it.",N/A,Yes
