,label,score
0,NEGATIVE,0.9985190033912659
1,NEGATIVE,0.9980085492134094
2,NEGATIVE,0.9851555228233337
3,POSITIVE,0.9997691512107849
4,NEGATIVE,0.6890910267829895
5,NEGATIVE,0.9847678542137146
6,POSITIVE,0.9829192161560059
7,POSITIVE,0.9983861446380615
8,POSITIVE,0.9979467988014221
9,NEGATIVE,0.9915676712989807
10,POSITIVE,0.9401979446411133
11,NEGATIVE,0.9034742712974548
12,POSITIVE,0.9830395579338074
13,POSITIVE,0.9195725321769714
14,NEGATIVE,0.9989126920700073
15,NEGATIVE,0.7973235249519348
16,NEGATIVE,0.9703914523124695
17,POSITIVE,0.9945953488349915
18,POSITIVE,0.9746719598770142
19,POSITIVE,0.9995567202568054
20,NEGATIVE,0.9985697269439697
21,NEGATIVE,0.9219927191734314
22,NEGATIVE,0.9978601336479187
23,NEGATIVE,0.9891841411590576
24,POSITIVE,0.999549925327301
25,NEGATIVE,0.999534010887146
26,NEGATIVE,0.9994361996650696
27,POSITIVE,0.9997803568840027
28,POSITIVE,0.9530399441719055
29,POSITIVE,0.9970031380653381
30,POSITIVE,0.9648535847663879
31,POSITIVE,0.7868612408638
32,POSITIVE,0.9982206225395203
33,NEGATIVE,0.984142005443573
34,POSITIVE,0.9866503477096558
35,POSITIVE,0.9982825517654419
36,NEGATIVE,0.9995026588439941
37,NEGATIVE,0.980853259563446
38,NEGATIVE,0.9925383925437927
39,NEGATIVE,0.997869610786438
40,POSITIVE,0.9998142123222351
41,NEGATIVE,0.9926828742027283
42,POSITIVE,0.999263346195221
43,POSITIVE,0.9958395957946777
44,NEGATIVE,0.8969160914421082
45,NEGATIVE,0.9634405970573425
46,NEGATIVE,0.9503650665283203
47,NEGATIVE,0.9451096653938293
48,NEGATIVE,0.9973391890525818
49,NEGATIVE,0.9957784414291382
50,NEGATIVE,0.9943544864654541
51,NEGATIVE,0.9990600943565369
52,NEGATIVE,0.9984809756278992
53,POSITIVE,0.9995747208595276
54,NEGATIVE,0.9992520213127136
55,NEGATIVE,0.9944325089454651
56,NEGATIVE,0.9925454258918762
57,NEGATIVE,0.9879819750785828
58,POSITIVE,0.9936192631721497
59,NEGATIVE,0.9708534479141235
60,NEGATIVE,0.9711083769798279
61,POSITIVE,0.9996329545974731
62,NEGATIVE,0.9849004745483398
63,NEGATIVE,0.996040940284729
64,POSITIVE,0.9977269768714905
65,POSITIVE,0.9998672008514404
66,POSITIVE,0.8050734996795654
67,NEGATIVE,0.621479332447052
68,POSITIVE,0.9985709190368652
69,NEGATIVE,0.9951781034469604
70,NEGATIVE,0.599035918712616
71,NEGATIVE,0.9690004587173462
72,NEGATIVE,0.9584015607833862
73,POSITIVE,0.6743208765983582
74,POSITIVE,0.8078136444091797
75,NEGATIVE,0.9984429478645325
76,NEGATIVE,0.997164785861969
77,POSITIVE,0.9998268485069275
78,NEGATIVE,0.9990662932395935
79,POSITIVE,0.9969438910484314
80,NEGATIVE,0.9974406957626343
81,POSITIVE,0.9998682737350464
82,NEGATIVE,0.822712779045105
83,POSITIVE,0.9996981620788574
84,POSITIVE,0.991132915019989
85,NEGATIVE,0.9960214495658875
86,NEGATIVE,0.8245704770088196
87,NEGATIVE,0.9371024966239929
88,NEGATIVE,0.9963861703872681
89,POSITIVE,0.998935878276825
90,NEGATIVE,0.9931782484054565
91,NEGATIVE,0.9995444416999817
92,NEGATIVE,0.9997674822807312
93,POSITIVE,0.9626694321632385
94,NEGATIVE,0.9968852400779724
95,NEGATIVE,0.9986043572425842
96,POSITIVE,0.6077290177345276
97,POSITIVE,0.9993638396263123
98,NEGATIVE,0.9961655139923096
99,POSITIVE,0.9911732077598572
100,NEGATIVE,0.9973145127296448
101,NEGATIVE,0.9842288494110107
102,POSITIVE,0.9939741492271423
103,NEGATIVE,0.9969377517700195
104,POSITIVE,0.9972666501998901
105,POSITIVE,0.9997051358222961
106,NEGATIVE,0.995941698551178
107,NEGATIVE,0.9970792531967163
108,NEGATIVE,0.9920303821563721
109,POSITIVE,0.9944403767585754
110,POSITIVE,0.9996674060821533
111,NEGATIVE,0.9989033937454224
112,NEGATIVE,0.7455675601959229
113,NEGATIVE,0.9969615340232849
114,NEGATIVE,0.9804054498672485
115,NEGATIVE,0.9965799450874329
116,POSITIVE,0.984897792339325
117,POSITIVE,0.9307773113250732
118,NEGATIVE,0.9974151849746704
119,POSITIVE,0.9813526272773743
120,POSITIVE,0.8625705242156982
121,POSITIVE,0.9983620047569275
122,POSITIVE,0.9513907432556152
123,NEGATIVE,0.9895728230476379
124,NEGATIVE,0.9964350461959839
125,POSITIVE,0.978675365447998
126,POSITIVE,0.6095346212387085
127,NEGATIVE,0.936629056930542
128,NEGATIVE,0.9809100031852722
129,POSITIVE,0.9524857997894287
130,NEGATIVE,0.9175527095794678
131,NEGATIVE,0.9971912503242493
132,POSITIVE,0.9997692704200745
133,NEGATIVE,0.9940687417984009
134,POSITIVE,0.9973243474960327
135,NEGATIVE,0.9832247495651245
136,POSITIVE,0.9998379945755005
137,NEGATIVE,0.9989404082298279
138,POSITIVE,0.9995224475860596
139,NEGATIVE,0.9995554089546204
140,NEGATIVE,0.979345440864563
141,NEGATIVE,0.9971121549606323
142,NEGATIVE,0.9903849363327026
143,NEGATIVE,0.9906368851661682
144,POSITIVE,0.9997997879981995
145,NEGATIVE,0.9978929162025452
146,NEGATIVE,0.9796446561813354
147,POSITIVE,0.994889497756958
148,NEGATIVE,0.9914671182632446
149,POSITIVE,0.9913593530654907
150,NEGATIVE,0.9911448359489441
151,POSITIVE,0.5027690529823303
152,POSITIVE,0.9287949204444885
153,POSITIVE,0.9923093318939209
154,NEGATIVE,0.9957854151725769
155,NEGATIVE,0.9958815574645996
156,NEGATIVE,0.9913960099220276
157,NEGATIVE,0.9837436079978943
158,NEGATIVE,0.9953976273536682
159,NEGATIVE,0.951299786567688
160,POSITIVE,0.9918825030326843
161,POSITIVE,0.9997174143791199
162,POSITIVE,0.8529019355773926
163,NEGATIVE,0.9959832429885864
164,NEGATIVE,0.990329384803772
165,NEGATIVE,0.9900151491165161
166,NEGATIVE,0.9987990856170654
167,POSITIVE,0.998184859752655
168,NEGATIVE,0.741036057472229
169,NEGATIVE,0.985841691493988
170,NEGATIVE,0.993699312210083
171,NEGATIVE,0.9994187355041504
172,POSITIVE,0.9818322658538818
173,NEGATIVE,0.9922022819519043
174,NEGATIVE,0.9993451237678528
175,NEGATIVE,0.9991946816444397
176,POSITIVE,0.9998176693916321
177,NEGATIVE,0.9986156225204468
178,POSITIVE,0.9992458820343018
179,POSITIVE,0.9985865354537964
180,POSITIVE,0.7888848185539246
181,NEGATIVE,0.7005239725112915
182,NEGATIVE,0.9946854114532471
183,NEGATIVE,0.5939049124717712
184,NEGATIVE,0.9903883337974548
185,POSITIVE,0.591633677482605
186,NEGATIVE,0.9970261454582214
187,NEGATIVE,0.9976322650909424
188,NEGATIVE,0.9888904094696045
189,NEGATIVE,0.9977602958679199
190,POSITIVE,0.963934600353241
191,NEGATIVE,0.9939820170402527
192,NEGATIVE,0.9982749223709106
193,POSITIVE,0.9927780032157898
194,POSITIVE,0.9438472986221313
195,POSITIVE,0.9976258873939514
196,POSITIVE,0.9957237243652344
197,POSITIVE,0.9998753070831299
198,NEGATIVE,0.9537706971168518
199,NEGATIVE,0.9894354343414307
200,POSITIVE,0.9980965256690979
201,NEGATIVE,0.9989261031150818
202,NEGATIVE,0.9974555373191833
203,POSITIVE,0.9997527003288269
204,NEGATIVE,0.9990247488021851
205,POSITIVE,0.9764382243156433
206,POSITIVE,0.9962217807769775
207,NEGATIVE,0.9713095426559448
208,POSITIVE,0.9558237195014954
209,NEGATIVE,0.9964866638183594
210,POSITIVE,0.9642949104309082
211,NEGATIVE,0.9852672815322876
212,POSITIVE,0.9737440347671509
213,NEGATIVE,0.9037509560585022
214,NEGATIVE,0.9942833781242371
215,NEGATIVE,0.9978881478309631
216,NEGATIVE,0.9172139167785645
217,POSITIVE,0.9998549222946167
218,POSITIVE,0.9658870100975037
219,NEGATIVE,0.9886707067489624
220,NEGATIVE,0.9948307871818542
221,POSITIVE,0.9603610634803772
222,NEGATIVE,0.9823155999183655
223,NEGATIVE,0.9646722078323364
224,NEGATIVE,0.9944446682929993
225,NEGATIVE,0.9799076318740845
226,POSITIVE,0.9924301505088806
227,POSITIVE,0.9934927821159363
228,NEGATIVE,0.9916225075721741
229,POSITIVE,0.999698281288147
230,NEGATIVE,0.8206111192703247
231,NEGATIVE,0.9586545825004578
232,NEGATIVE,0.9870714545249939
233,POSITIVE,0.9786795377731323
234,POSITIVE,0.6415116786956787
235,NEGATIVE,0.6866880655288696
236,POSITIVE,0.8401016592979431
237,NEGATIVE,0.9912033081054688
238,NEGATIVE,0.9985330104827881
239,NEGATIVE,0.9773577451705933
240,NEGATIVE,0.9867635369300842
241,POSITIVE,0.9998866319656372
242,NEGATIVE,0.9974724650382996
243,NEGATIVE,0.9892536997795105
244,POSITIVE,0.9996065497398376
245,POSITIVE,0.9972326159477234
246,POSITIVE,0.9940536618232727
247,POSITIVE,0.9980409741401672
248,NEGATIVE,0.9516008496284485
249,POSITIVE,0.9523227214813232
250,NEGATIVE,0.9754197597503662
251,NEGATIVE,0.9825353622436523
252,NEGATIVE,0.9993988275527954
253,POSITIVE,0.9074986577033997
254,NEGATIVE,0.9836011528968811
255,NEGATIVE,0.9955472946166992
256,NEGATIVE,0.9984807372093201
257,NEGATIVE,0.9128729104995728
258,NEGATIVE,0.9932460784912109
259,NEGATIVE,0.9251031875610352
260,NEGATIVE,0.9986253976821899
261,POSITIVE,0.9669423699378967
262,NEGATIVE,0.9748862981796265
263,POSITIVE,0.9998694658279419
264,POSITIVE,0.9525389671325684
265,NEGATIVE,0.9970963001251221
266,POSITIVE,0.9318903088569641
267,NEGATIVE,0.9887789487838745
268,POSITIVE,0.9998378753662109
269,NEGATIVE,0.9597169160842896
270,POSITIVE,0.9984738230705261
271,NEGATIVE,0.9979299306869507
272,NEGATIVE,0.8012414574623108
273,NEGATIVE,0.984021008014679
274,POSITIVE,0.9996738433837891
275,POSITIVE,0.9986860156059265
276,NEGATIVE,0.9991299510002136
277,NEGATIVE,0.9412850141525269
278,NEGATIVE,0.930739164352417
279,NEGATIVE,0.9160999059677124
280,NEGATIVE,0.9637928605079651
281,POSITIVE,0.9266707301139832
