,label,score
0,NEGATIVE,0.9988783001899719
1,POSITIVE,0.9998352527618408
2,POSITIVE,0.9000705480575562
3,POSITIVE,0.9100075364112854
4,POSITIVE,0.960018515586853
5,NEGATIVE,0.9980892539024353
6,NEGATIVE,0.9980403780937195
7,POSITIVE,0.918691098690033
8,POSITIVE,0.9948868155479431
9,POSITIVE,0.9954388737678528
10,NEGATIVE,0.9518242478370667
11,NEGATIVE,0.9762889742851257
12,NEGATIVE,0.9757124781608582
13,NEGATIVE,0.9736798405647278
14,POSITIVE,0.9896911382675171
15,NEGATIVE,0.8074186444282532
16,POSITIVE,0.9968097805976868
17,NEGATIVE,0.641751229763031
18,POSITIVE,0.9869725108146667
19,POSITIVE,0.9860985279083252
20,NEGATIVE,0.9856333136558533
21,POSITIVE,0.9996483325958252
22,POSITIVE,0.9787440896034241
23,NEGATIVE,0.9435606598854065
24,NEGATIVE,0.9956880211830139
25,NEGATIVE,0.999106228351593
26,POSITIVE,0.9944654107093811
27,POSITIVE,0.8583731055259705
28,NEGATIVE,0.7575559616088867
29,POSITIVE,0.9369021654129028
30,NEGATIVE,0.9992150068283081
31,POSITIVE,0.9985058307647705
32,POSITIVE,0.9998703002929688
33,NEGATIVE,0.5840229392051697
34,NEGATIVE,0.9986366629600525
35,NEGATIVE,0.790719747543335
36,POSITIVE,0.9246656894683838
37,POSITIVE,0.9992089867591858
38,POSITIVE,0.9567144513130188
39,POSITIVE,0.9998688697814941
40,POSITIVE,0.9992557168006897
41,NEGATIVE,0.9746739268302917
42,NEGATIVE,0.9510481357574463
43,NEGATIVE,0.9939095973968506
44,POSITIVE,0.5844313502311707
45,NEGATIVE,0.98884516954422
46,POSITIVE,0.7344226837158203
47,NEGATIVE,0.9942104816436768
48,NEGATIVE,0.9778128862380981
49,NEGATIVE,0.9907631278038025
50,NEGATIVE,0.9710501432418823
51,NEGATIVE,0.9989997744560242
52,POSITIVE,0.9998383522033691
53,NEGATIVE,0.9609360098838806
54,POSITIVE,0.9998706579208374
55,NEGATIVE,0.9536200165748596
56,POSITIVE,0.9956010580062866
57,NEGATIVE,0.9926788806915283
58,NEGATIVE,0.9980847835540771
59,POSITIVE,0.7144575715065002
60,POSITIVE,0.9993461966514587
61,POSITIVE,0.659026026725769
62,NEGATIVE,0.9510481357574463
63,NEGATIVE,0.9983313679695129
64,NEGATIVE,0.9948484897613525
65,NEGATIVE,0.9896250367164612
66,NEGATIVE,0.9964826107025146
67,POSITIVE,0.9998258948326111
68,POSITIVE,0.9958384037017822
69,NEGATIVE,0.9869914650917053
70,POSITIVE,0.99345463514328
71,POSITIVE,0.9997772574424744
72,POSITIVE,0.97590172290802
73,POSITIVE,0.9995040893554688
74,NEGATIVE,0.522136390209198
75,NEGATIVE,0.9658642411231995
76,NEGATIVE,0.9892758131027222
77,NEGATIVE,0.9323945045471191
78,NEGATIVE,0.9985301494598389
79,NEGATIVE,0.9077873826026917
80,NEGATIVE,0.9945587515830994
81,NEGATIVE,0.9913157224655151
82,POSITIVE,0.9996001124382019
83,NEGATIVE,0.9834905862808228
84,NEGATIVE,0.9828236103057861
85,NEGATIVE,0.990925669670105
86,NEGATIVE,0.9968452453613281
87,NEGATIVE,0.9868675470352173
88,POSITIVE,0.9815447330474854
89,POSITIVE,0.998684823513031
90,NEGATIVE,0.9917750358581543
91,POSITIVE,0.5643541216850281
92,POSITIVE,0.9821252822875977
93,POSITIVE,0.9984471201896667
94,POSITIVE,0.9592186808586121
95,NEGATIVE,0.9965887069702148
96,POSITIVE,0.7868612408638
97,NEGATIVE,0.652425229549408
98,POSITIVE,0.9959338307380676
99,NEGATIVE,0.984142005443573
100,NEGATIVE,0.6446253657341003
101,POSITIVE,0.996577799320221
102,POSITIVE,0.9998409748077393
103,NEGATIVE,0.9976528286933899
104,POSITIVE,0.982892632484436
105,POSITIVE,0.9998317956924438
106,POSITIVE,0.9998117089271545
107,NEGATIVE,0.9921385645866394
108,POSITIVE,0.9964356422424316
109,NEGATIVE,0.9909029603004456
110,POSITIVE,0.6986885070800781
111,NEGATIVE,0.6166866421699524
112,NEGATIVE,0.9994563460350037
113,POSITIVE,0.9997480511665344
114,POSITIVE,0.9772931933403015
115,NEGATIVE,0.9986904263496399
116,NEGATIVE,0.9928721785545349
117,NEGATIVE,0.9977551102638245
118,POSITIVE,0.8259948492050171
119,POSITIVE,0.9998317956924438
120,POSITIVE,0.5915727615356445
121,POSITIVE,0.9777209162712097
122,POSITIVE,0.9869404435157776
123,NEGATIVE,0.9992356300354004
124,POSITIVE,0.5383628606796265
125,NEGATIVE,0.9893417358398438
126,POSITIVE,0.9862470626831055
127,POSITIVE,0.7509077787399292
128,POSITIVE,0.9998414516448975
129,NEGATIVE,0.9677254557609558
130,NEGATIVE,0.9609331488609314
131,POSITIVE,0.6692370176315308
132,NEGATIVE,0.9917458891868591
133,NEGATIVE,0.9952876567840576
134,NEGATIVE,0.9541172981262207
135,POSITIVE,0.9997785687446594
136,NEGATIVE,0.983623743057251
137,POSITIVE,0.99858558177948
138,NEGATIVE,0.9831941723823547
139,POSITIVE,0.9746692776679993
140,POSITIVE,0.9975382089614868
141,NEGATIVE,0.9876431226730347
142,NEGATIVE,0.9621780514717102
143,POSITIVE,0.9985535740852356
144,NEGATIVE,0.9903925657272339
145,NEGATIVE,0.9997974038124084
146,NEGATIVE,0.9804750084877014
147,POSITIVE,0.9744315147399902
148,POSITIVE,0.994330644607544
149,POSITIVE,0.9998812675476074
150,NEGATIVE,0.9990633130073547
151,POSITIVE,0.993523359298706
152,POSITIVE,0.9967319965362549
153,POSITIVE,0.9171195030212402
154,POSITIVE,0.994511604309082
155,NEGATIVE,0.6715319156646729
156,POSITIVE,0.9997528195381165
157,NEGATIVE,0.9846950173377991
158,NEGATIVE,0.6607245206832886
159,POSITIVE,0.9701623916625977
160,POSITIVE,0.9997283816337585
161,POSITIVE,0.9811026453971863
162,NEGATIVE,0.9821425080299377
163,NEGATIVE,0.735916256904602
164,NEGATIVE,0.9834161996841431
