Primary ASIN,Product Title,Rating,Global Ratings,Global Reviews,Product URL,Review No.,Variant ASIN,Variant Details,Review URL,Reviewer Name,Reviewer Profile,Review Rating,Reviewed In,Review Date,Review Title,Review Description,Helpful Vote,Verified Purchase
B005XGWIA6,"Delonghi ESAM5500B Perfecta Digital Super Automatic Espresso Machine with Cappuccino Function, Black",4.2 out of 5,49,42,https://www.amazon.com/Delonghi-ESAM5500B-Perfecta-Automatic-Cappuccino/dp/B005XGWIA6/ref=cm_cr_arp_d_product_top?ie=UTF8,1,N/A,N/A,https://www.amazon.com/gp/customer-reviews/R251TCO8W3IVUE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B005XGWIA6,elfstone,https://www.amazon.com/gp/profile/amzn1.account.AGRGKPOOZYTRNKVE6B66WS4JFMAQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,3.0 out of 5 stars,the United States,"January 20, 2015","Makes excellent coffee, but take poor customer service into account when considering this unit.","It makes great coffee. I have no complaints about that. Taste is relative, so I can understand how some may like it less than others, but I have no complaints about the coffee. The frothed milk is perfect, the coffee tastes just like it should. We use it every day, and we all but stopped buying any coffee from espresso stands.I updated this review to 3 stars in fairness for just how much we actually enjoy using this unit. However, I'll leave the terrible experience we had with the customer support below for reference.I think there should be more to a great product that it's nominal performance. Quality is also defined by reliability and customer service. DeLonghi boasts striving for excellence, but they fail miserably.My machine arrived in intact condition. Worked great out of the box. However, after less than six weeks of use the grinder failed. It started suddenly making this terrible rattling noise and stopped actually grinding the coffee. First, I shot them an e-mail to ask if there's a quick fix. They replied 10 days later asking for information to process a service request. I sent them the invoice, serial numbers and all they asked for and they never replied back. After a week or so, we called the support line and they eventually sent us a box and a shipping label - it arrived after other 10 days. We shipped the machine. Here's where it gets interesting. 4 weeks passed without any update so we contacted them again. There was some lame excuse about them moving their service center from one location to another and after further questioning they admitted they have no idea where our machine was. It's been several weeks and they still ""cannot find it"". They... lost it.UPDATE: After several more calls, they eventually found it and shipped it to us, this time, lo and behold, priority. Still, it took about 60 days from when it broke down until we were able to use it again.Caveat emptor! Consider this very seriously. If your product works and keeps working you'll be fine. But know that if it breaks, there will be no easy help available and you'll waste lots of time and you'll gain lost of aggravation to get it fixed.",39 people found this helpful,Yes
B005XGWIA6,"Delonghi ESAM5500B Perfecta Digital Super Automatic Espresso Machine with Cappuccino Function, Black",4.2 out of 5,49,42,https://www.amazon.com/Delonghi-ESAM5500B-Perfecta-Automatic-Cappuccino/dp/B005XGWIA6/ref=cm_cr_arp_d_product_top?ie=UTF8,2,N/A,N/A,https://www.amazon.com/gp/customer-reviews/R1U7R3NREB0335/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B005XGWIA6,kcoh1,https://www.amazon.com/gp/profile/amzn1.account.AHAFG5O4B622MGODPIKIFV6VBRUA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0 out of 5 stars,the United States,"August 19, 2020",Fully auto - Coffee from beans,We have had the unit approximately 18 months + - no issues works great. Warnings come up for descaling based on number of dispensing made but descaling is easy. We dont always use the milk accessory but have never had a problem when we do use. Warning comes up for low water and also to empty grinds collection bin after so many uses. If you empty it early you will still get the warning.Overall it been great and has definitely paid for itself vs buying coffees out. Add water and beans and keeps on working.,N/A,Yes
B005XGWIA6,"Delonghi ESAM5500B Perfecta Digital Super Automatic Espresso Machine with Cappuccino Function, Black",4.2 out of 5,49,42,https://www.amazon.com/Delonghi-ESAM5500B-Perfecta-Automatic-Cappuccino/dp/B005XGWIA6/ref=cm_cr_arp_d_product_top?ie=UTF8,3,N/A,N/A,https://www.amazon.com/gp/customer-reviews/R2GUJI25MWN9IP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B005XGWIA6,PaulT.,https://www.amazon.com/gp/profile/amzn1.account.AH6CMHXODXZDLVSVWXTIUPLMPATA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0 out of 5 stars,the United States,"May 1, 2020","Best investment I ever made, refurb but package with power.","Seller provide outstanding support for missing parts and instructions for optimal heat & coffee cream as well as use water sensors built within the pitcher. Overall even if the product is refurb pls expect the working is still up to par. I would say that with the Sellers guidance this Delonghi ESAM5500B Perfecta “refurb” espresso machine went head to head with my $5,000 Jura Giga3.No regrets, best investment ever made. Thank you Sandy for all your effort in resolving my espresso machine issues.",One person found this helpful,Yes
B005XGWIA6,"Delonghi ESAM5500B Perfecta Digital Super Automatic Espresso Machine with Cappuccino Function, Black",4.2 out of 5,49,42,https://www.amazon.com/Delonghi-ESAM5500B-Perfecta-Automatic-Cappuccino/dp/B005XGWIA6/ref=cm_cr_arp_d_product_top?ie=UTF8,4,N/A,N/A,https://www.amazon.com/gp/customer-reviews/R3QR932BJ3S4I2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B005XGWIA6,wzrdqeen,https://www.amazon.com/gp/profile/amzn1.account.AGXD7WEKGDCNOTIGKB7B5A7LMX2A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0 out of 5 stars,the United States,"September 29, 2014",Coffee Drinker's Dream,I love this machine it is well worth the money.  It is very easy to use and I get coffee that is like the coffee shop.  This machine does both ground and beans.  With the ground coffee you add it when you make it.  With the beans their is a place to fill it up and you can use it over and over.  The frothing milk is wonderful.  I would buy this again.,8 people found this helpful,Yes
B005XGWIA6,"Delonghi ESAM5500B Perfecta Digital Super Automatic Espresso Machine with Cappuccino Function, Black",4.2 out of 5,49,42,https://www.amazon.com/Delonghi-ESAM5500B-Perfecta-Automatic-Cappuccino/dp/B005XGWIA6/ref=cm_cr_arp_d_product_top?ie=UTF8,5,N/A,N/A,https://www.amazon.com/gp/customer-reviews/R33QP4XV9KUCSB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B005XGWIA6,Lidu,https://www.amazon.com/gp/profile/amzn1.account.AHTRXX54WPMMLA7ER4EPFXSHVKBQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0 out of 5 stars,the United States,"February 19, 2021",Greatest espresso machine!,"The machine was a godsend, and reduced the time from a classic preparation, the taste was delightfully creamy and rich. The customer service was exquisite and prompt.",N/A,Yes
B005XGWIA6,"Delonghi ESAM5500B Perfecta Digital Super Automatic Espresso Machine with Cappuccino Function, Black",4.2 out of 5,49,42,https://www.amazon.com/Delonghi-ESAM5500B-Perfecta-Automatic-Cappuccino/dp/B005XGWIA6/ref=cm_cr_arp_d_product_top?ie=UTF8,6,N/A,N/A,https://www.amazon.com/gp/customer-reviews/R1P2Y5M037V8Q0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B005XGWIA6,Sonia,https://www.amazon.com/gp/profile/amzn1.account.AGMSV2E4D7G2A53WNKSKGCPDCFVQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0 out of 5 stars,the United States,"October 30, 2019",Good,It makes very good coffee. I love it that it has such a strong and rich taste. I recommend it for and afternoon or morning drink,One person found this helpful,Yes
B005XGWIA6,"Delonghi ESAM5500B Perfecta Digital Super Automatic Espresso Machine with Cappuccino Function, Black",4.2 out of 5,49,42,https://www.amazon.com/Delonghi-ESAM5500B-Perfecta-Automatic-Cappuccino/dp/B005XGWIA6/ref=cm_cr_arp_d_product_top?ie=UTF8,7,N/A,N/A,https://www.amazon.com/gp/customer-reviews/R1Z4MFH6DY7MO3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B005XGWIA6,james greathouse,https://www.amazon.com/gp/profile/amzn1.account.AH5GVUH7326H7VCLRE46GXWTQTZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0 out of 5 stars,the United States,"January 9, 2016",Our Favorite appliance!,Our second Delonghi and we love it as much as the first. Extremely easy to use and cleanup is simple. The wife and kids absolutely love the ease of the cappuccino maker and I like the detachable milk container that makes that possible! My only request would be the ability to change a strength or size setting after the start button is pushed. With the older model rotary dials that was possible. With the electronic it is not. It just means I have to pay more attention when getting my cup after someone else has gotten theirs.,8 people found this helpful,Yes
B005XGWIA6,"Delonghi ESAM5500B Perfecta Digital Super Automatic Espresso Machine with Cappuccino Function, Black",4.2 out of 5,49,42,https://www.amazon.com/Delonghi-ESAM5500B-Perfecta-Automatic-Cappuccino/dp/B005XGWIA6/ref=cm_cr_arp_d_product_top?ie=UTF8,8,N/A,N/A,https://www.amazon.com/gp/customer-reviews/RMS1H335QX8F/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B005XGWIA6,ElizavetaTanasoglo,https://www.amazon.com/gp/profile/amzn1.account.AGDONH7HWINFS6T7SIDFY6FEWVKQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,1.0 out of 5 stars,the United States,"August 9, 2019",Very dirty and not clean,"I know I bought this Coffee Machine used (refurbished), but this is way too dirty and nasty! I didn’t expect that!",2 people found this helpful,Yes
B005XGWIA6,"Delonghi ESAM5500B Perfecta Digital Super Automatic Espresso Machine with Cappuccino Function, Black",4.2 out of 5,49,42,https://www.amazon.com/Delonghi-ESAM5500B-Perfecta-Automatic-Cappuccino/dp/B005XGWIA6/ref=cm_cr_arp_d_product_top?ie=UTF8,9,N/A,N/A,https://www.amazon.com/gp/customer-reviews/R1896D6M7E8Z49/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B005XGWIA6,Alex K Meininger,https://www.amazon.com/gp/profile/amzn1.account.AHSXE54Z6ECOBMFMCKR7V7BGKSHQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0 out of 5 stars,the United States,"June 16, 2015",*** 5-Star Customer service *** Delonghi fan for life ***,"I own 2 Delonghi super automatics this one being our most recent. I've had it for 2.5 years with zero issues. I make 6 or more espresso drinks per day on our house sometimes more. This machine works hard. Two weeks ago the grinder broke or jammed don't know. I contacted Delonghi service who sent a white gloves padded shipping box and label right away. I mailed it FedEx to The Dallas service center unsure when I'd ever see it again.Today I was shocked to get a call from the delivery guy that my beloved espresso machine was left on my porch. Everything works great, problem solved. I am so impressed. I know super automatics can be finicky and I've heard horror stories. Thankfully I didn't have to experience one. Thank you Delonghi!Otherwise for those looking we love this machine. Espressos and tall coffees are at the ready. Milk drinks, lattes and cappuccinos are perfect. The milk container works great and froths every time. Just don't leav milk in it. It must not be air tight and it gets funky quick even in the fridge.I would this machine again twice over. I love it. I can't believe I survived two weeks without it.",18 people found this helpful,Yes
B005XGWIA6,"Delonghi ESAM5500B Perfecta Digital Super Automatic Espresso Machine with Cappuccino Function, Black",4.2 out of 5,49,42,https://www.amazon.com/Delonghi-ESAM5500B-Perfecta-Automatic-Cappuccino/dp/B005XGWIA6/ref=cm_cr_arp_d_product_top?ie=UTF8,10,N/A,N/A,https://www.amazon.com/gp/customer-reviews/R2EJSL7C5F6CI8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B005XGWIA6,vtywgp,https://www.amazon.com/gp/profile/amzn1.account.AHZMNOGPOHPRNCXTQ4DY6QITOTIA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0 out of 5 stars,the United States,"September 5, 2016",Five Stars,great love it!,One person found this helpful,Yes
