,label,score
0,NEGATIVE,0.6247062683105469
1,POSITIVE,0.9990397095680237
2,NEGATIVE,0.9627808928489685
3,POSITIVE,0.9998421669006348
4,NEGATIVE,0.9990553259849548
5,NEGATIVE,0.9977976083755493
6,POSITIVE,0.8174026012420654
7,POSITIVE,0.9950997233390808
8,NEGATIVE,0.9996066689491272
9,NEGATIVE,0.9978225231170654
10,NEGATIVE,0.9964823722839355
11,NEGATIVE,0.9989545345306396
12,POSITIVE,0.9995365142822266
13,NEGATIVE,0.9930003881454468
14,NEGATIVE,0.9983127117156982
15,NEGATIVE,0.9990780353546143
16,NEGATIVE,0.9967303276062012
17,NEGATIVE,0.999238133430481
18,POSITIVE,0.999524712562561
19,NEGATIVE,0.9987509250640869
20,POSITIVE,0.9997549653053284
21,NEGATIVE,0.9986569881439209
22,NEGATIVE,0.995993971824646
23,NEGATIVE,0.9952634572982788
24,NEGATIVE,0.9972057938575745
25,POSITIVE,0.9953059554100037
26,NEGATIVE,0.9989516735076904
27,NEGATIVE,0.9749564528465271
28,NEGATIVE,0.9480125904083252
29,NEGATIVE,0.9988536834716797
30,NEGATIVE,0.9973434805870056
31,NEGATIVE,0.8091510534286499
32,POSITIVE,0.9982446432113647
33,NEGATIVE,0.9933248162269592
34,NEGATIVE,0.9742320775985718
35,POSITIVE,0.9996435642242432
36,NEGATIVE,0.9983441829681396
37,POSITIVE,0.995893120765686
38,POSITIVE,0.9965569972991943
39,NEGATIVE,0.9990725517272949
40,POSITIVE,0.9998635053634644
41,POSITIVE,0.5006982684135437
42,POSITIVE,0.9982900023460388
43,POSITIVE,0.9928089380264282
44,POSITIVE,0.9739277362823486
45,NEGATIVE,0.9685172438621521
46,POSITIVE,0.9673265814781189
47,NEGATIVE,0.9289083480834961
48,POSITIVE,0.9998522996902466
49,NEGATIVE,0.5662641525268555
50,NEGATIVE,0.9984502792358398
51,NEGATIVE,0.996103048324585
52,NEGATIVE,0.9933977127075195
53,NEGATIVE,0.9991857409477234
54,NEGATIVE,0.9983980059623718
55,NEGATIVE,0.9996756315231323
56,POSITIVE,0.8573858141899109
57,NEGATIVE,0.9961025714874268
58,NEGATIVE,0.9901717305183411
59,NEGATIVE,0.995736837387085
60,POSITIVE,0.9723929166793823
61,POSITIVE,0.998471200466156
62,NEGATIVE,0.9928268790245056
63,NEGATIVE,0.9944888353347778
64,POSITIVE,0.9973837733268738
65,POSITIVE,0.9816269278526306
66,NEGATIVE,0.9975403547286987
67,NEGATIVE,0.956444263458252
68,POSITIVE,0.9910033941268921
69,POSITIVE,0.9951221346855164
70,POSITIVE,0.9997485280036926
71,POSITIVE,0.7474738955497742
72,POSITIVE,0.9983721375465393
73,POSITIVE,0.9883469939231873
74,POSITIVE,0.7403034567832947
75,POSITIVE,0.9998804330825806
76,POSITIVE,0.9509047865867615
77,NEGATIVE,0.9850340485572815
78,POSITIVE,0.9998157620429993
79,NEGATIVE,0.9876194000244141
80,NEGATIVE,0.9832205772399902
81,NEGATIVE,0.9925855994224548
82,NEGATIVE,0.9986780285835266
83,NEGATIVE,0.9957734942436218
84,NEGATIVE,0.9681704044342041
85,POSITIVE,0.9975917339324951
86,NEGATIVE,0.996004045009613
87,POSITIVE,0.9948902130126953
88,POSITIVE,0.999887228012085
89,NEGATIVE,0.9758476614952087
90,POSITIVE,0.9962112903594971
91,NEGATIVE,0.9902206659317017
92,POSITIVE,0.9998352527618408
93,POSITIVE,0.9997108578681946
94,POSITIVE,0.9872909188270569
95,NEGATIVE,0.9985276460647583
96,NEGATIVE,0.9887868762016296
97,NEGATIVE,0.912710964679718
98,NEGATIVE,0.9980395436286926
99,NEGATIVE,0.8970783352851868
100,POSITIVE,0.9978238344192505
101,NEGATIVE,0.9983127117156982
102,NEGATIVE,0.9995720982551575
103,NEGATIVE,0.8547887802124023
104,NEGATIVE,0.9237496852874756
105,NEGATIVE,0.9906009435653687
106,NEGATIVE,0.999038577079773
107,POSITIVE,0.9717926979064941
108,NEGATIVE,0.9612066149711609
109,NEGATIVE,0.9974205493927002
110,NEGATIVE,0.9930707812309265
111,NEGATIVE,0.9933757185935974
112,NEGATIVE,0.9898406863212585
113,NEGATIVE,0.9900621175765991
114,NEGATIVE,0.9569293260574341
115,POSITIVE,0.9989864230155945
116,POSITIVE,0.9995506405830383
117,POSITIVE,0.9974842071533203
118,NEGATIVE,0.8439487814903259
119,POSITIVE,0.9993502497673035
120,NEGATIVE,0.9933739900588989
121,NEGATIVE,0.7747514843940735
122,POSITIVE,0.9994115829467773
123,POSITIVE,0.9916728138923645
124,POSITIVE,0.9981704950332642
125,NEGATIVE,0.9959818124771118
126,NEGATIVE,0.9980860948562622
127,NEGATIVE,0.9993255138397217
128,NEGATIVE,0.9911829233169556
129,POSITIVE,0.9983758926391602
130,POSITIVE,0.9978631138801575
131,POSITIVE,0.997100293636322
132,POSITIVE,0.9993075132369995
133,NEGATIVE,0.9992903470993042
134,NEGATIVE,0.9897181987762451
135,NEGATIVE,0.9983722567558289
136,NEGATIVE,0.998053789138794
137,NEGATIVE,0.7740440964698792
138,POSITIVE,0.9989846348762512
139,NEGATIVE,0.9975993037223816
140,NEGATIVE,0.9964157342910767
141,NEGATIVE,0.9923923015594482
142,POSITIVE,0.9997745156288147
143,NEGATIVE,0.8118644952774048
144,NEGATIVE,0.9991129040718079
145,NEGATIVE,0.99935382604599
146,POSITIVE,0.9815294146537781
147,NEGATIVE,0.9705488681793213
148,NEGATIVE,0.9960905909538269
149,NEGATIVE,0.9901418089866638
150,NEGATIVE,0.9316589832305908
151,POSITIVE,0.9939590692520142
152,POSITIVE,0.8905115127563477
153,NEGATIVE,0.9424304962158203
154,NEGATIVE,0.9994018077850342
155,POSITIVE,0.7765019536018372
156,POSITIVE,0.6662440299987793
157,NEGATIVE,0.9198029041290283
158,NEGATIVE,0.9985163807868958
159,NEGATIVE,0.995506763458252
160,NEGATIVE,0.9638742208480835
161,NEGATIVE,0.9971593618392944
162,NEGATIVE,0.9824833869934082
163,POSITIVE,0.9960120916366577
164,POSITIVE,0.9988722205162048
165,NEGATIVE,0.9945762157440186
166,POSITIVE,0.995854377746582
167,POSITIVE,0.9997968077659607
168,POSITIVE,0.9164431095123291
169,NEGATIVE,0.9979773163795471
170,NEGATIVE,0.9816649556159973
171,NEGATIVE,0.9852825403213501
172,POSITIVE,0.9724521040916443
173,NEGATIVE,0.9985887408256531
174,POSITIVE,0.9996273517608643
175,POSITIVE,0.9998528957366943
176,NEGATIVE,0.9986479878425598
177,NEGATIVE,0.9854977130889893
178,NEGATIVE,0.9986562728881836
179,NEGATIVE,0.9912452101707458
180,NEGATIVE,0.9925306439399719
181,NEGATIVE,0.9990398287773132
182,POSITIVE,0.9964818954467773
183,NEGATIVE,0.9817469120025635
184,NEGATIVE,0.9983296990394592
185,NEGATIVE,0.9261806607246399
186,POSITIVE,0.9997642636299133
187,POSITIVE,0.9997450709342957
